autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
497,31G,Chemical Compliance Approval for Purchased Material and Supplier,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
498,31J,Chemical Compliance in the Value Chain,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
499,3G8,Dangerous Goods in the Value Chain,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
500,6MT,Label Management,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
501,3VR,Manage Safety Data Sheets for Products,R&D/Engineering,Product Compliance,Available,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
502,6AV,Request Regulatory Documentation from Service Provider,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
503,3VQ,Safety Data Sheets in the Value Chain,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
504,4OL,Substance Volume Tracking,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
505,5OJ,Supplier Compliance in the Value Chain,R&D/Engineering,Product Compliance,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
506,64F,Bill of Material Management,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
507,6OT,Bill of Material Management Professional,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,No,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
508,4R8,Engineer-to-Order Production with Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
509,55E,Lot Size of One with Advanced Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
510,1YT,Make-to-Order Production with Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
511,21D,Make-to-Stock Production with Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
512,22P,Manage Documents,R&D/Engineering,Product Lifecycle Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
513,6U3,PLM Integration with SAP Enterprise Product Development,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
514,6U2,PLM System Integration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
515,2XU,Procurement of Materials with Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
516,64E,Product Change Management with Change Records,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
517,5QC,Product Change Management with Change Records - Process Industries,R&D/Engineering,Product Lifecycle Management,Available,Released,No,No,No,No,No,No,Released,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No
518,6W9,Set Up Advanced Solution Bundle,R&D/Engineering,Product Lifecycle Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
519,22T,Set Up Configurable Model Using Variant Configuration,R&D/Engineering,Product Lifecycle Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
520,6JN,Collaborative Project Management,R&D/Engineering,Project Control,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
521,6GD,Engineer Products and Systems - Project with Production,R&D/Engineering,Project Control,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
522,2Y7,Predictive Analytics Model Training - R&D/Engineering,R&D/Engineering,Project Control,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
523,35F,Project Control   Capital Projects,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
524,1NT,Project Control - Finance,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
525,4AU,Project Control   Intercompany,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
526,35E,Project Control   Research and Development Projects,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
527,4RF,Project Control - Resourcing and Procurement,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
528,4I9,Project Control   Sales,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
529,3W1,Project Data Replication to Central Finance,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
530,1YF,Project Review,R&D/Engineering,Project Control,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
531,5D2,Advanced Intercompany Sales,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
532,2QS,Analytics for Sales - Central Stock with Returns,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
533,4A1,Automation of Order-to-Invoice with SAP Business Network,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
534,55F,Automotive Supply to Customer - Inventory Management,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
535,6JM,Basic Business Process Scheduling,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,No,Released,Released,No,Released,No,No,Released,Released,No,Released,No,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,No,Released,Released,No,Released,No,No,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released
536,3ZB,Billing of Costs Between Affiliated Companies,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
537,5FH,Business Partners for Retail,Sales,Order and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
538,31J,Chemical Compliance in the Value Chain,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
539,2UV,Combined Invoice   Goods and Service Items,Sales,Order and Contract Management,Available,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
540,7BG,Complaint Handling,Sales,Order and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
541,4X9,Create Sales Orders from Unstructured Data,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
542,1EZ,Credit Memo Processing,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
543,1IU,Customer Consignment,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
544,5YA,Customer Consignment with Simplified Intra-Community VAT Rules,Sales,Order and Contract Management,Available,No,No,Released,No,Released,Released,No,No,No,No,No,No,Released,Released,Released,No,Released,Released,Released,No,No,No,No,Released,No,Released,No,No,Released,No,No,No,No,Released,No,No,Released,No,No,No,No,No,Released,No,No,Released,No,No,No,Released,No,No,Released,No,No,No,No,No,Released,Planned
545,BKP,Customer Returns,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
546,3TE,Customer Returns for Non-Stock and Service Materials,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
547,5CX,Customer Returns for Sales Kits,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
548,3QD,Customer Returns Involving Supplier by Message Exchange,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
549,61V,Customer Returns Management - Consumer Products,Sales,Order and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
550,1Z3,Customer Returns with Direct Shipment from Customer to Supplier,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
551,3G8,Dangerous Goods in the Value Chain,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
552,1F1,Debit Memo Processing,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
553,2UW,Delivery of Goods on Behalf of Another Company,Sales,Order and Contract Management,Available,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
554,1MI,Delivery Processing Without Order Reference,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
555,1Z1,Digital Payments - Sales,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
556,6GD,Engineer Products and Systems - Project with Production,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
557,4R8,Engineer-to-Order Production with Variant Configuration,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
558,1WO,Extended Intercompany Processes for Sales,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
559,1Z6,External Billing,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
560,BKA,Free Goods Processing,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
561,BDA,Free of Charge Delivery,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
562,6AA,From Planning to Fulfillment - Consumer Products,Sales,Order and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
563,2EL,Integration of Sales with External Buyers,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
564,2F4,Intercompany Process for Customer Returns,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
